3.9891,-5.3137,207.06
2.7507,-6.5521,200.43
1.712,-7.5908,196.09
2.4727,-6.8301,191.98
6.6958,-2.607,183.84
7.8254,-1.4774,169.36
5.3746,-3.9282,156.39
3.4067,-5.8961,147.83
6.5937,-2.7091,138.35
8.5598,-0.74298,123.33
2.784,-6.5188,113.56
8.0828,-1.22,104.08
5.8455,-3.4573,90.329
5.5813,-3.7215,78.905
6.0127,-3.2901,67.319
3.8713,-5.4315,57.67
4.7017,-4.6011,49.137
9.1401,-0.16275,36.027
8.797,-0.50578,18.093
9.3028,0,0
6.0736,15.034,-3.2292
2.6769,23.098,-6.6259
7.0893,31.811,-2.2135
4.2157,42.744,-5.0871
2.6216,49.393,-6.6812
4.7212,56.429,-4.5816
8.2087,68.88,-1.0941
3.2615,79.229,-6.0413
6.9849,88.775,-2.3179
2.5927,97.286,-6.7101
4.8888,104.41,-4.414
1.8624,110.44,-7.4404
3.7086,115.7,-5.5942
7.4773,126.23,-1.8255
4.4519,137.77,-4.8509
4.9456,147.15,-4.3572
1.0818,151.78,-8.221
2.5528,155.1,-6.75
1.7488,159.33,-7.554
1.831,159.25,-3.9751
5.4035,155.67,2.3158
2.9698,158.11,10.328
7.462,153.61,19.743
6.6305,154.45,33.811
3.1421,157.93,42.939
7.9447,153.13,52.932
5.804,155.27,66.513
4.8092,156.27,77.08
3.6807,157.4,85.494
7.3289,153.75,95.882
2.6182,158.46,104.64
1.4382,159.64,108.52
8.5505,152.53,115.54
4.4259,156.65,127.84
9.941,151.14,141.11
4.8636,156.21,155.01
2.1846,158.89,161.53
5.6612,155.42,168.57
6.7824,154.29,180.96
4.9142,156.16,192.51
6.8962,154.18,204.15
9.9961,137.58,201.05
8.079,119.6,202.97
2.4655,110.68,208.58
6.6423,102.58,204.4
3.9375,92.354,207.11
6.3958,82.318,204.65
7.7374,68.248,203.31
8.7628,51.78,202.28
1.5537,44.4,209.49
4.6361,39.032,206.41
4.7356,29.661,206.31
4.7266,20.199,206.32
4.3572,11.123,206.69
3.1835,3.6737,207.86
6.6119,8.4445,79.721
6.8093,8.8826,93.135
5.121,24.814,75.507
8.0712,34.459,84.508
7.2525,48.796,89.919
3.3085,58.987,92.688
3.9802,65.931,94.904
3.6953,59.886,99.634
6.3459,85.887,84.071
2.7165,80.848,101.11
3.6617,78.89,121.68
3.1186,77.266,144.1
6.6772,76.133,160.26
7.8162,75.602,174.74
3.3383,71.566,185.14
7.3947,61.809,189.61
1.2267,60.891,198.19
9.8483,38.175,156.66
3.0981,27.901,131.95
4.3065,26.661,116.65
8.4216,35.512,107.5
6.7971,50.295,103.89
2.1665,80.793,77.251
4.4044,75.531,81.186
6.4015,75.894,91.986
3.1244,85.38,74.614
3.401,94.039,89.413
8.0711,86.749,112.97
5.2226,81.926,137.18
5.535,93.571,160.69
4.7297,85.401,166.91
8.5178,87.824,185.58
4.0954,72.944,192.45
5.9336,38.566,195.85
7.7701,24.907,194.74
3.391,15.074,200.02
5.5086,0.22431,195.71
4.5698,2.0566,148.45
9.2907,19.202,62.233
2.6996,29.957,56.933
9.7655,38.56,67.149
4.2192,46.461,78.688
9.8643,80.33,62.647
6.2399,95.535,57.341
7.6338,95.587,71.214
5.7276,113.69,54.312
4.5509,106.43,76.769
6.6199,90.338,98.726
6.051,86.958,127.09
7.4814,86,150.11
2.3185,85.12,159.87
2.9664,99.274,186.47
4.8283,91.622,198.37
4.063,33.875,187.02
5.7466,25.932,181.26
1.6072,20.654,186.38
7.5937,10.988,188.24
7.0158,10.29,134.32
9.529,15.983,107.85
6.4641,19.988,85.864
5.6763,48.454,55.293
3.0733,57.199,55.017
3.1477,83.617,42.02
5.6727,76.731,47.532
6.5682,92.926,44.801
3.1596,85.048,50.508
6.7096,108.86,65.774
3.6958,95.811,82.542
6.8549,98.75,121.85
8.0462,100.36,138.88
4.7523,98.156,151.49
1.5987,64.17,146.23
6.0589,59.333,152.17
5.9152,52.907,162.27
8.7155,39.063,175.2
7.9534,24.191,167.68
8.4644,10.614,158.44
2.353,10.057,41.285
1.456,10.332,37.486
7.3783,25.618,24.696
2.2005,35.166,25.469
7.8423,49.444,25.944
2.3162,59.6,25.75
5.6507,86.452,20.244
3.6663,95.764,20.558
2.8897,92.519,26.255
1.52,109.3,48.544
7.3386,115.85,84.028
3.3789,107.74,107.15
5.1747,99.622,109.85
7.7457,110.64,150.87
1.6146,94.312,146.41
6.6096,57.687,123.35
4.3496,60.206,141.79
9.4922,42.844,137.89
4.2034,29.205,139.13
4.2698,21.502,135.6
6.6232,4.8194,55.423
5.8782,14.046,31.162
5.5545,13.675,19.735
2.625,46.312,15.956
7.1107,80.391,9.0138
6.3933,93.791,10.694
9.5416,108.46,16.917
9.6405,72.678,26.885
4.3901,59.8,32.454
6.6637,65.863,41.696
5.7372,67.338,54.009
4.4741,107.78,115
1.0071,95.678,114.61
7.4475,62.999,110.33
5.5405,69.691,121.46
6.5068,70.203,137.56
3.9478,60.567,133.5
3.1829,18.612,95.413
5.2675,13.05,122.35
2.386,5.3468,142.32
3.8993,6.5062,65.809
5.9759,22.063,11.824
3.8161,31.337,8.6816
6.939,42.017,7.4108
7.087,56.041,7.2202
5.3816,68.392,12.487
5.2622,111.84,2.503
2.8643,75.048,39.163
6.1659,46.398,39.617
1.1874,91.35,63.477
8.4633,105.1,95.607
