2.3577,-6.7514,189.5
7.0112,-2.098,181.37
4.029,-5.0802,170.74
6.5592,-2.5499,160.45
7.9779,-1.1312,145.99
7.5964,-1.5127,130.42
7.6266,-1.4826,115.19
1.5391,-7.57,108.34
3.0435,-6.0657,104.01
5.1965,-3.9126,96.06
9.0906,-0.018485,82.314
5.8982,-3.2109,67.669
1.5142,-7.5949,61.692
6.2222,-2.8869,55.553
7.9736,-1.1355,41.466
5.5812,-3.5279,28.124
1.2318,-7.8773,22.88
4.3815,-4.7276,18.233
3.1813,-5.9278,10.766
9.1091,0,0
5.0355,13.545,-4.0737
1.5651,19.16,-7.544
1.8933,22.603,-7.2158
4.3165,28.32,-4.7926
5.6218,38.173,-3.4873
4.4206,48.143,-4.6885
1.0153,52.38,-8.0938
3.7437,56.279,-5.3654
4.1057,64.12,-5.0034
6.9075,74.771,-2.2016
2.524,83.122,-6.5851
6.5904,91.279,-2.5187
4.8215,102.55,-4.2876
7.0938,114.25,-2.0154
2.6093,122.85,-6.4998
8.9871,132.54,-0.12201
2.4394,141.9,-6.6697
1.8806,146.19,-7.2285
7.853,153.87,-1.2562
4.8744,156.85,11.118
9.4499,152.28,24.692
1.4354,160.29,32.058
1.9247,159.8,35.382
5.7253,156,42.021
8.4039,153.32,55.894
4.5653,157.16,68.282
7.883,153.84,80.28
3.0595,158.67,90.102
2.92,158.81,96.08
4.2111,157.51,103.09
5.3868,156.34,112.62
7.1565,154.57,125.04
8.617,153.11,140.74
3.3989,158.33,151.57
1.6896,160.04,156.36
6.3751,155.35,162.92
3.2295,158.5,172
9.0467,152.68,182.81
9.9271,133.73,181.93
5.291,119.23,186.56
9.8439,104.8,182.01
6.1486,89.238,185.71
3.0925,80.517,188.76
2.0532,75.477,189.8
2.1734,71.252,189.68
7.6764,63.083,184.18
2.2448,54.781,189.61
2.6844,49.871,189.17
4.5683,42.867,187.29
4.024,34.292,187.83
5.1285,25.207,186.73
1.9262,18.921,189.93
2.5342,14.502,189.32
4.5062,7.7434,187.35
2.1213,1.56,189.73
1.7399,-2.2824,190.12
3.7594,5.8892,70.903
4.9944,6.182,62.154
2.6773,21.31,59.259
1.4643,28.991,70.512
9.4957,43.483,78.556
2.4257,54.908,81.961
8.2237,63.895,87.673
5.6219,86.049,81.219
4.9476,83.268,91.416
8.6111,80.973,104.78
8.3443,79.432,121.66
1.509,79.247,140.54
1.4287,78.199,153.18
7.9704,78.199,162.58
5.4393,69.345,172.65
9.3431,54.967,169.22
4.7023,44.083,178.1
7.0217,32.416,176.95
5.699,15.893,181.21
2.714,7.5485,180.13
4.9115,8.6952,137.65
3.2614,9.2277,113.24
5.7204,14.655,99.095
7.8323,24.907,90.231
9.6269,62.469,68.134
8.7049,82.952,56.453
6.788,78.573,71.314
4.734,75.771,82.491
3.3019,75.07,90.496
3.7692,90.272,96.606
2.4112,86.992,114.01
7.7328,98.301,140.24
7.4383,86.235,149.44
8.3844,97.382,160.66
6.0193,91.279,173.71
5.6316,79.872,176.08
4.5104,41.114,169.38
2.1793,23.605,179.6
5.8991,4.8447,170.48
4.4081,5.58,94.597
7.5572,14.375,40.673
5.4227,21.986,51.188
9.0253,32.934,60.616
5.9255,47.566,63.685
1.5824,96.923,34.483
1.0367,89.222,48.997
6.2118,96.4,49.999
4.5128,102.37,58.906
4.1359,89.469,72.081
1.3737,90.486,101.74
3.2998,99.906,129.32
9.6552,112.89,149.7
2.5515,100.69,150.24
8.4783,66.418,148.65
4.2407,66.049,161.36
8.4846,38.431,153.55
2.3372,27.798,155.56
7.6248,17.925,156.89
3.6288,7.5977,161.36
8.1815,16.321,76.714
1.9683,32.146,28.992
3.2035,35.908,32.541
9.4102,48.049,35.963
4.1193,77.691,27.957
3.39,77.981,35.46
4.7452,80.19,43.29
4.3017,112.21,44.356
3.5576,106.02,51.706
6.9413,104.94,82.193
6.6259,105.99,111.88
7.0359,94.663,119.53
7.879,66.251,112.21
7.4701,64.726,127.48
5.3383,73.517,136.8
2.6454,65.367,137.58
9.6704,44.258,136.35
6.4992,28.1,135.74
5.8027,16.87,130.72
4.4488,14.403,57.507
7.3775,14.097,25.741
8.0712,24.19,14.046
7.1336,42.219,8.6091
2.0381,51.134,10.766
2.144,51.274,6.5859
8.2147,61.277,9.2739
7.0984,84.716,19.211
5.707,94.328,27.672
5.313,86.683,35.608
5.1091,94.364,64.238
5.1409,97.912,92.021
5.002,112.09,121.78
1.795,77.531,94.959
2.9501,73.009,96.399
4.3675,66.62,99.966
9.494,51.883,102.44
8.8142,33.678,104.38
2.6412,22.896,100.51
5.3398,8.9808,122.85
4.0507,7.1023,53.155
3.2733,6.5154,33.222
4.2585,3.4075,21.144
4.3732,31.642,4.079
5.4988,83.434,6.6792
4.3652,73.855,9.0337
6.6504,95.071,10.167
2.5859,94.399,19.379
9.2426,113.48,27.686
3.3841,104.54,44.923
6.0122,104.29,69.256
3.8958,94.978,77.925
5.7708,97.422,102.92
6.7069,111.04,133.44
3.7067,92.946,130.13
4.5125,58.273,138.53
2.9761,34.29,128.57
8.6457,21.736,117.12
2.2869,8.3706,130.45
2.4511,4.5002,27.864
6.5547,9.6659,12.326
4.7878,21.679,1.4346
3.2678,53.323,0.99261
1.5361,49.238,3.52
4.5076,104.83,4.759
5.5514,106.4,14.695
4.8193,102.85,36.896
3.2505,111.81,74.664
9.1967,111.36,97
2.6108,71.011,76.897
6.3987,45.413,51.551
1.779,51.295,70.427
1.6712,73.572,129.79
7.0811,52.913,118.98
2.9556,28.803,126.32
4.5885,12.556,88.916
3.4579,101.89,22.492
1.7821,78.975,12.435
6.0747,71.543,19.214
8.6744,65.859,32.825
7.1529,69.378,48.256
3.0724,93.963,84.819
5.4736,56.753,48.037
3.5884,53.99,56.667
7.1308,33.874,44.487
4.948,41.125,92.806
3.0138,60.512,55.646
3.651,62.005,21.117
1.7084,93.683,35.059
3.6433,94.263,40.379
1.7852,93.398,57.412
8.4742,121.09,111.75
2.1639,65.569,56.759
4.3584,34.069,121.24
2.1549,109.66,38.424
5.1147,127.73,25.982
7.9563,129.47,45.228
8.4352,117.19,56.079
2.2426,108.34,62.066
2.5106,96.1,71.618
4.09,42.386,122.72
5.2297,17.993,141.7
3.2943,71.138,58.554
7.523,124.66,77.965
8.0623,130.5,92.413
2.4916,125.58,101.75
4.244,131.65,104.67
2.0122,122.47,98.49
3.0194,105.11,125.74
3.178,91.656,109.77
1.5154,70.875,104.03
2.5327,118.98,45.26
3.8524,124.71,34.423
7.0705,137.86,32.76
6.2927,143.71,44.773
5.833,146.77,68.531
5.7241,150.56,93.486
6.5543,146.96,105.23
5.9329,140.17,78.277
3.3023,138.14,100.82
8.4274,133.26,61.167
2.3129,89.786,88.219
6.6098,137.22,19.095
5.6909,146.29,10.784
1.1497,150.92,46.648
3.1576,148.81,36.812
3.4555,144.45,86.634
2.2228,138.78,86.313
3.6962,122.6,66.936
